集货是指将分散的或小批量的物品集中起来，以便进行运输、配送的作业 。,分散 小批量 物品 集中 运输 配送,10,集货|是|指|将|分散|的|或|小批量|的|物品|集中|起来|，|以便|进行|运输|、|配送|的|作业| |。,vn|v|v|d|v|u|c|n|u|n|v|v|w|d|v|vn|w|v|u|n|w|w,分散| |小批量| |物品| |集中| |运输| |配送,v|w|n|w|n|w|v|w|vn|w|v
配送中的储存有储备及暂存两种形态。 配送储备储备数量较大，储存更加有计划性。暂存，是具体执行日配送时，按分拣配货要求，在理货场地所做的少量储存准备 。,储备 暂存  配送储备 数量大 储存 计划性 暂存 分拣配货 理货场地 少量 储存准备,10,配送|中|的|储存|有|储备|及|暂存|两种|形态|。| |配送|储备|储备|数量|较大|，|储存|更加|有|计划性|。|暂存|，|是|具体|执行|日|配送|时|，|按|分拣|配货|要求|，|在|理货|场地|所|做|的|少量|储存|准备| |。,vn|f|u|vn|v|vn|c|vn|m|n|w|w|v|vn|vn|n|a|w|vn|d|v|n|w|v|w|v|ad|v|n|v|n|w|p|vn|vn|n|w|p|vn|n|u|v|u|m|vn|vn|w|w,储备| |暂存| | |配送|储备| |数量|大| |储存| |计划性| |暂存| |分拣|配货| |理|货|场地| |少量| |储存|准备,vn|w|vn|w|w|v|vn|w|n|a|w|vn|w|n|w|vn|w|vn|vn|w|v|n|n|w|m|w|vn|vn
分拣是将物品按品种、出入库先后顺序进行分门别类堆放的作业。,物品 品种 出入库 先后顺序 分门别类 堆放,10,分拣|是|将|物品|按|品种|、|出|入库|先后|顺序|进行|分门别类|堆放|的|作业|。,vn|v|p|n|p|n|w|v|v|d|n|v|vn|v|u|n|w,物品| |品种| |出|入库| |先后|顺序| |分门别类| |堆放,n|w|n|w|v|vn|w|d|n|w|v|w|v
拣选是按订单或出库单的要求，从储存场所选出物品，并放置指定地点的作业,订单 出库单 储存场 物品 指定地点,10,拣选|是|按|订单|或|出库单|的|要求|，|从|储存|场所|选出|物品|，|并|放置|指定|地点|的|作业,vn|v|p|n|c|n|u|n|w|p|vn|n|v|n|w|c|v|vn|n|u|n,订单| |出库单| |储存场| |物品| |指定|地点,n|w|nz|w|n|w|n|w|vn|n
配货是使用各种拣选设备和传输装置，将存放的物品，按客户要求分拣出来，配备齐全，送入指定发货地点。,拣选设备 传输装置 物品 分拣 配备齐全 指定发货地,10,配货|是|使用|各种|拣选|设备|和|传输|装置|，|将|存放|的|物品|，|按|客户|要求|分拣|出来|，|配备|齐全|，|送入|指定|发货|地点|。,vn|v|v|r|vn|n|c|vn|n|w|d|v|u|n|w|p|n|n|v|v|w|v|a|w|v|vn|vn|n|w,拣选|设备| |传输|装置| |物品| |分拣| |配备|齐全| |指定|发货|地,vn|n|w|vn|n|w|n|w|vn|w|v|a|w|v|v|u
在单个客户配送数量不能达到车辆的有效运载负荷时，就存在如何集中不同客户的配送货物，进行搭配装载以充分利用运能、运力的问题，这就需要配装。,单个客户 配送数量 运载负荷 配送货物 搭配装载 运能 运力 配装,10,在|单个|客户|配送|数量|不能|达到|车辆|的|有效|运载|负荷|时|，|就|存在|如何|集中|不同|客户|的|配送|货物|，|进行|搭配|装载|以|充分利用|运能|、|运力|的|问题|，|这|就|需要|配装|。,p|a|n|v|n|v|v|n|u|a|vn|n|n|w|d|v|r|v|a|n|u|vn|n|w|v|vn|vn|p|v|n|w|n|u|n|w|r|d|v|v|w,单个|客户| |配送|数量| |运载|负荷| |配送|货物| |搭配|装载| |运能| |运力| |配装,a|n|w|vn|n|w|vn|n|w|vn|n|w|v|v|w|n|w|n|w|v
配送运输是较短距离、较小规模、额度较高的运输形式，一般使用汽车做运输工具。,较短距离 较小规模 额度较高 运输形式 汽车,10,配送|运输|是|较|短|距离|、|较小|规模|、|额度|较高|的|运输|形式|，|一般|使用|汽车|做|运输工具|。,v|vn|v|d|a|n|w|a|n|w|n|a|u|vn|n|w|ad|v|n|v|n|w,较|短|距离| |较小|规模| |额度|较高| |运输|形式| |汽车,d|a|n|w|a|n|w|n|a|w|vn|n|w|n
如何组合成最佳路线，如何使配装和路线有效搭配等，是配送运输的特点，也是难度较大的工作。,最佳路线 配装 路线 有效搭配,10,如何|组合|成|最佳|路线|，|如何|使|配装|和|路线|有效|搭配|等|，|是|配送|运输|的|特点|，|也是|难度|较大|的|工作|。,r|v|v|a|n|w|r|v|vn|c|n|a|vn|u|w|v|v|vn|u|n|w|v|n|a|u|n|w,最佳|路线| |配装| |路线| |有效|搭配,a|n|w|vn|w|n|w|ad|v
配送作业活动是以客户发出的订货信息（即订单）作为配送作业的驱动源的。,客户 订货信息 配送作业 驱动源,10,配送|作业|活动|是|以|客户|发出|的|订货|信息|（|即|订单|）|作为|配送|作业|的|驱动源|的|。,v|vn|n|v|p|n|v|u|vn|n|w|v|n|w|v|vn|n|u|n|u|w,客户| |订货|信息| |配送|作业| |驱动|源,n|w|vn|n|w|vn|n|w|vn|n
顾客订单是配送服务的第一个环节，也是配送服务质量得以保证的基础。,配送服务 第一个环节 配送服务质量 基础,10,顾客|订单|是|配送|服务|的|第一个|环节|，|也是|配送|服务|质量|得以|保证|的|基础|。,n|n|v|vn|vn|u|m|n|w|v|vn|vn|n|v|v|u|n|w,配送|服务| |第一个|环节| |配送|服务|质量| |基础,vn|vn|w|m|n|w|vn|vn|n|w|n
订单是配送中心开展配送业务的依据，配送中心接到客户订单以后需要对订单加以处理，据以安排分拣、补货、配货、送货等作业环节。,配送中心 配送业务 客户订单 订单 分拣 补货 配货 送货,10,订单|是|配送|中心|开展|配送|业务|的|依据|，|配送|中心|接到|客户|订单|以后|需要|对|订单|加以|处理|，|据|以|安排|分拣|、|补货|、|配货|、|送货|等|作业|环节|。,n|v|vn|n|v|vn|n|u|n|w|vn|n|v|n|n|f|v|p|n|v|vn|w|p|p|v|vn|w|v|w|vn|w|vn|u|vn|n|w,配送|中心| |配送|业务| |客户|订单| |订单| |分拣| |补货| |配货| |送货,vn|n|w|vn|n|w|n|n|w|n|w|vn|w|v|w|vn|w|vn
拣货作业：依据顾客的订货要求或配送中心的送货计划，迅速、准确地将商品向从其储位或其他区域拣取出来，并按一定的方式进行分类、集中，等待配装送货的作业过程。,订货要求 配送中心 送货计划 商品 储位 拣取 分类 集中 配装送货,10,拣货|作业|：|依据|顾客|的|订货|要求|或|配送|中心|的|送货|计划|，|迅速|、|准确地|将|商品|向|从|其|储位|或|其他|区域|拣|取|出来|，|并|按|一定|的|方式|进行|分类|、|集中|，|等待|配装|送货|的|作业|过程|。,vn|vn|w|p|n|u|vn|n|c|vn|n|u|vn|n|w|a|w|d|p|n|p|p|r|n|c|r|n|v|v|v|w|c|p|a|u|n|v|vn|w|v|w|v|v|vn|u|vn|n|w,订货|要求| |配送|中心| |送货|计划| |商品| |储位| |拣取| |分类| |集中| |配装|送货,vn|n|w|vn|n|w|vn|n|w|n|w|vn|w|v|w|vn|w|v|w|v|vn
配送中心：为了顺利、有序、方便地向客户发送商品，对组织来的各种货物进行整理，并依据订单要求进行组合的过程。,顺利 有序 方便 商品 货物 整理 订单 组合,10,配送|中心|：|为了|顺利|、|有序|、|方便|地|向|客户|发送|商品|，|对|组织|来|的|各种|货物|进行|整理|，|并|依据|订单|要求|进行|组合|的|过程|。,vn|n|w|p|an|w|an|w|a|u|p|n|v|n|w|p|n|v|u|r|n|v|vn|w|c|p|n|n|v|vn|u|n|w,顺利| |有序| |方便| |商品| |货物| |整理| |订单| |组合,a|w|an|w|a|w|n|w|n|w|vn|w|n|w|vn
配货：使用各种拣选设备和传输装置，将存放的货物，按客户的要求分拣出来，配备齐全，送入指定发货区。,拣选设备 传输装置 货物 分拣 配备 指定发货区,10,配货|：|使用|各种|拣选|设备|和|传输|装置|，|将|存放|的|货物|，|按|客户|的|要求|分拣|出来|，|配备|齐全|，|送入|指定|发货|区|。,vn|w|v|r|vn|n|c|vn|n|w|d|v|u|n|w|p|n|u|n|v|v|w|v|a|w|v|vn|vn|n|w,拣选|设备| |传输|装置| |货物| |分拣| |配备| |指定|发货|区,vn|n|w|vn|n|w|n|w|vn|w|vn|w|vn|vn|n
配装：在单个客户配送数量不能达到车辆的有效运载负荷时，就存在如何集中不同客户的配送货物，进行搭配装载以充分利用运能、运力的问题。,单个客户 配送数量 运载负荷 配送货物 搭配装载 运能 运力,10,配装|：|在|单个|客户|配送|数量|不能|达到|车辆|的|有效|运载|负荷|时|，|就|存在|如何|集中|不同|客户|的|配送|货物|，|进行|搭配|装载|以|充分利用|运能|、|运力|的|问题|。,vn|w|p|a|n|v|n|v|v|n|u|a|vn|n|n|w|d|v|r|v|a|n|u|vn|n|w|v|vn|vn|p|v|n|w|n|u|n|w,单个|客户| |配送|数量| |运载|负荷| |配送|货物| |搭配|装载| |运能| |运力,a|n|w|vn|n|w|vn|n|w|vn|n|w|v|v|w|n|w|n
送货作业：包含将货物装车并实际配送。需要事先规划配送区域的划分或配送线路的安排，由配送路线选用的先后次序来决定商品装车顺序，并在商品配送途中进行商品跟踪、控制。,货物装车 实际配送 配送区域 配送线路 先后次序 商品 装车顺序 配送途中 商品 跟踪 控制,10,送货|作业|：|包含|将|货物|装车|并|实际|配送|。|需要|事先|规划|配送|区域|的|划分|或|配送|线路|的|安排|，|由|配送|路线|选用|的|先后|次序|来|决定|商品|装车|顺序|，|并|在|商品|配送|途中|进行|商品|跟踪|、|控制|。,vn|vn|w|v|p|n|v|c|ad|v|w|v|d|v|v|n|u|vn|c|v|n|u|vn|w|p|vn|n|v|u|n|n|v|v|n|vn|n|w|c|p|n|v|s|v|n|vn|w|v|w,货物|装车| |实际|配送| |配送|区域| |配送|线路| |先后|次序| |商品| |装车|顺序| |配送|途中| |商品| |跟踪| |控制,n|v|w|ad|v|w|vn|n|w|vn|n|w|d|n|w|n|w|vn|n|w|vn|s|w|n|w|vn|w|v
流通加工：物品在从生产领域向消费领域流动的过程中，流通主体（即流通当事人）为了完善流通服务功能，促进销售、维护产品质量和提高物流效率而开展的一项活动。,物品 生产领域 消费领域 流通主体 流通服务 销售 产品质量 物流效率,10,流通|加工|：|物品|在|从|生产|领域|向|消费|领域|流动|的|过程|中|，|流通|主体|（|即|流通|当事人|）|为了|完善|流通服务|功能|，|促进|销售|、|维护|产品|质量|和|提高|物流|效率|而|开展|的|一项|活动|。,vn|vn|w|n|p|p|vn|n|p|vn|n|v|u|n|f|w|vn|n|w|v|vn|n|w|p|v|vn|n|w|v|vn|w|v|n|n|c|v|n|n|c|v|u|m|n|w,物品| |生产|领域| |消费|领域| |流通|主体| |流通服务| |销售| |产品|质量| |物流|效率,n|w|vn|n|w|vn|n|w|vn|n|w|vn|w|vn|w|n|n|w|n|n
进货：配送中心根据客户的需要，为配送业务的顺利实施，而从事的组织商品货源和进行商品存储的一系列活动。进货是配送的准备工作或基础工作，它是配送的基础环节，又是决定配送成败与否、规模大小的最基础环节。同时，也是决定配送效益高低的关键环节。,配送中心 客户需要 配送业务 商品货源 商品存储 进货 配送 基础环节 配送成败 配送效益,10,进货|：|配送|中心|根据|客户|的|需要|，|为|配送|业务|的|顺利|实施|，|而|从事|的|组织|商品|货源|和|进行|商品|存储|的|一系列|活动|。|进货|是|配送|的|准备|工作|或|基础|工作|，|它|是|配送|的|基础|环节|，|又|是|决定|配送|成败|与否|、|规模|大小|的|最|基础|环节|。|同时|，|也是|决定|配送|效益|高低|的|关键|环节|。,vn|w|vn|n|p|n|u|n|w|p|vn|n|u|a|vn|w|c|v|u|vn|n|n|c|v|n|vn|u|a|n|w|vn|v|v|u|vn|n|c|n|n|w|r|v|v|u|n|n|w|d|v|v|vn|n|d|w|n|n|u|d|n|n|w|c|w|v|v|vn|n|n|u|a|n|w,配送|中心| |客户|需要| |配送|业务| |商品|货源| |商品|存储| |进货| |配送| |基础|环节| |配送|成败| |配送|效益,vn|n|w|n|n|w|vn|n|w|n|n|w|n|vn|w|vn|w|vn|w|n|n|w|vn|n|w|vn|n
配送作业流程：顾客下单；订单处理；拣货；配货；配装；配送；流通加工；进货；,顾客下单 订单处理 拣货 配货 配装 配送 流通加工 进货,10,配送|作业|流程|：|顾客|下单|；|订单|处理|；|拣货|；|配货|；|配装|；|配送|；|流通|加工|；|进货|；,vn|vn|n|w|n|v|w|n|vn|w|vn|w|vn|w|v|w|v|w|vn|vn|w|vn|w,顾客|下单| |订单|处理| |拣货| |配货| |配装| |配送| |流通|加工| |进货,n|v|w|n|vn|w|vn|w|vn|w|vn|w|vn|w|vn|vn|w|vn
配送模式：自营配送模式；共同配送模式；第三方配送。,自营配送模式 共同配送模式 第三方配送,10,配送|模式|：|自营|配送|模式|；|共同|配送|模式|；|第三方|配送|。,vn|n|w|vn|vn|n|w|ad|v|n|w|n|v|w,自营|配送|模式| |共同|配送|模式| |第三方|配送,vn|vn|n|w|ad|v|n|w|n|v
常见的组织结构形式：直线制；职能制；直线职能制；矩阵制。,直线制 职能制 直线职能制 矩阵制,10,常见|的|组织结构|形式|：|直线制|；|职能制|；|直线职能制|；|矩阵制|。,a|u|n|n|w|nz|w|n|w|nz|w|nz|w,直线制| |职能制| |直线职能制| |矩阵制,nz|w|n|w|nz|w|nz
直线制的优缺点：优点——结构简单、权力集中、责任分明、命令统一、联系简捷；缺点——管理职能集中由一人承担，容易发生较大失误；部门间协调差 。,结构简单 权力集中 责任分明 命令统一 联系简捷 管理职能集中 部门协调差,10,直线制|的|优缺点|：|优点|—|—|结构|简单|、|权力|集中|、|责任|分明|、|命令|统一|、|联系|简捷|；|缺点|—|—|管理|职能|集中|由|一人|承担|，|容易|发生|较大|失误|；|部门|间|协调|差| |。,nz|u|n|w|n|w|w|n|a|w|n|v|w|n|a|w|v|a|w|v|a|w|n|w|w|vn|n|v|p|n|v|w|ad|v|a|n|w|n|f|v|a|w|w,结构|简单| |权力|集中| |责任|分明| |命令|统一| |联系|简捷| |管理|职能|集中| |部门|协调|差,n|a|w|n|v|w|n|a|w|v|a|w|v|a|w|vn|n|v|w|n|v|a
直线职能制的优缺点：优点——命令统一，职责明确，专业化管理程度较高，组织稳定。它既保证了管理体系的集中统一，又可以在各级行政负责人的领导下，充分发挥各专业管理机构的作用；缺点——职能部门之间缺乏交流、协作和配合，职能部门与行政负责人之间容易产生摩擦，组织系统的灵敏度较低，下级的许多工作要直接向上层领导报告请示才能处理，常常造成企业运作效率低下。,命令统一 职责明确 管理程度较高 组织稳定 缺乏交流 协作配合 易产生摩擦 灵敏度较低 运作效率低,10,直线职能制|的|优缺点|：|优点|—|—|命令|统一|，|职责|明确|，|专业化|管理|程度|较高|，|组织|稳定|。|它|既|保证|了|管理|体系|的|集中|统一|，|又|可以|在|各级|行政|负责人|的|领导|下|，|充分|发挥|各|专业|管理机构|的|作用|；|缺点|—|—|职能|部门|之间|缺乏|交流|、|协作|和|配合|，|职能|部门|与|行政|负责人|之间|容易|产生|摩擦|，|组织|系统|的|灵敏度|较|低|，|下级|的|许多|工作|要|直接|向|上层|领导|报告|请示|才能|处理|，|常常|造成|企业|运作|效率|低下|。,nz|u|n|w|n|w|w|v|vn|w|n|a|w|vn|vn|n|a|w|v|an|w|r|c|v|u|vn|n|u|a|a|w|d|v|p|r|n|n|u|vn|f|w|ad|v|r|n|n|u|n|w|n|w|w|n|n|f|v|vn|w|vn|c|vn|w|n|n|p|n|n|f|ad|v|vn|w|n|n|u|n|d|a|w|n|u|m|n|v|ad|p|n|n|n|v|v|v|w|d|v|n|vn|n|a|w,命令|统一| |职责|明确| |管理|程度|较高| |组织|稳定| |缺乏|交流| |协作|配合| |易|产生|摩擦| |灵敏度|较|低| |运作|效率|低,n|a|w|n|a|w|vn|n|a|w|v|an|w|v|vn|w|vn|vn|w|ad|v|vn|w|n|d|a|w|vn|n|a
矩阵制优点：打破单向领导，加强了管理部门间的联系和配合，有利于信息沟通和共同决策，提高工作的效率；把不同的专业人员组织在一起，有利于激发人们的积极性和创造性，提高技术水平和管理水平；把完成任务所需的各种专业知识和经验集中在一起，提高了管理组织的机动性和灵活性。,单向领导 加强配合 提高效率 积极性 创造性 管理水平 机动性 灵活性,10,矩阵|制|优点|：|打破|单向|领导|，|加强|了|管理|部门|间|的|联系|和|配合|，|有利于|信息沟通|和|共同|决策|，|提高|工作|的|效率|；|把|不同|的|专业|人员|组织|在一起|，|有利于|激发|人们|的|积极性|和|创造性|，|提高|技术|水平|和|管理|水平|；|把|完成|任务|所需|的|各种|专业|知识|和|经验|集中|在一起|，|提高|了|管理|组织|的|机动性|和|灵活性|。,n|v|n|w|v|a|n|w|v|u|vn|n|f|u|vn|c|vn|w|v|vn|c|a|n|w|v|n|u|n|w|p|a|u|a|n|v|v|w|v|v|n|u|n|c|n|w|v|n|n|c|vn|n|w|p|v|n|v|u|r|n|n|c|n|v|v|w|v|u|vn|n|u|n|c|n|w,单向|领导| |加强|配合| |提高|效率| |积极性| |创造性| |管理|水平| |机动性| |灵活性,a|n|w|v|vn|w|v|n|w|n|w|n|w|vn|n|w|n|w|n
矩阵制缺点：组织成员不是固定的，易产生临时的观念，对工作有一定的影响；双重领导，难免发生矛盾，也不易分清责任。,成员不固定 临时观念 双重领导 不易分清责任,10,矩阵|制|缺点|：|组织|成员|不是|固定|的|，|易|产生|临时|的|观念|，|对|工作|有|一定|的|影响|；|双重|领导|，|难免|发生|矛盾|，|也|不易|分|清|责任|。,n|v|n|w|v|n|v|a|u|w|ad|v|a|u|n|w|p|n|v|a|u|vn|w|a|n|w|d|v|n|w|d|ad|v|a|n|w,成员|不|固定| |临时|观念| |双重|领导| |不易|分|清|责任,n|d|a|w|a|n|w|a|n|w|ad|v|a|n
268.订单处理是指：从接到客户订单开始到着手准备拣货之间的作业阶段。通常包括订单确认、存货查询、单据处理等内容。,客户订单 拣货 作业阶段 订单确认 存货查询 单据处理,10,268|.|订单|处理|是|指|：|从|接到|客户|订单|开始|到|着手|准备|拣货|之间|的|作业|阶段|。|通常|包括|订单|确认|、|存货|查询|、|单据|处理|等|内容|。,m|w|n|vn|v|v|w|p|v|n|n|v|v|v|v|vn|f|u|vn|n|w|d|v|n|v|w|n|vn|w|n|vn|u|n|w,客户|订单| |拣货| |作业|阶段| |订单|确认| |存货|查询| |单据|处理,n|n|w|vn|w|vn|n|w|n|v|w|n|vn|w|n|v
订单处理作业所面临的问题：在零售商的订单处理方面——如何简化订货作业；如何提高订货资料；正确性如何快速下单。在配送中心的订单处理方面——如何简化接单作业；如何处理量多繁杂的订货资料；如何掌握订单进度。,零售商 订货作业 订货资料 快速下单 配送中心 接单作业 订货资料 订单进度,10,订单|处理|作业|所|面临|的|问题|：|在|零售商|的|订单|处理|方面|—|—|如何|简化|订货|作业|；|如何|提高|订货|资料|；|正确性|如何|快速|下单|。|在|配送|中心|的|订单|处理|方面|—|—|如何|简化|接单|作业|；|如何|处理|量|多|繁杂|的|订货|资料|；|如何|掌握|订单|进度|。,n|vn|n|u|v|u|n|w|p|n|u|n|vn|n|w|w|r|v|vn|n|w|r|v|vn|n|w|n|r|ad|v|w|p|vn|n|u|n|vn|n|w|w|r|v|vn|n|w|r|v|n|d|a|u|vn|n|w|r|v|n|n|w,零售商| |订货|作业| |订货|资料| |快速|下单| |配送|中心| |接单|作业| |订货|资料| |订单|进度,n|w|vn|n|w|vn|n|w|ad|v|w|vn|n|w|vn|n|w|vn|n|w|n|n
订单处理的方式：人工处理；计算机处理。,人工处理 计算机处理,10,订单|处理|的|方式|：|人工|处理|；|计算机|处理|。,n|v|u|n|w|n|v|w|n|v|w,人工处理| |计算机|处理,vn|w|n|vn
订单处理的主要内容：订单内容确认；订单接收；订单资料输出 ；存货查询及依订单分配存货 。,订单内容确认 订单接收 订单资料输出 存货查询 订单分配存货,10,订单|处理|的|主要|内容|：|订单|内容|确认|；|订单|接收|；|订单|资料|输出| |；|存货|查询|及|依|订单|分配|存货| |。,n|vn|u|a|n|w|n|n|v|w|n|v|w|n|n|vn|w|w|n|vn|c|p|n|v|n|w|w,订单|内容|确认| |订单|接收| |订单|资料|输出| |存货|查询| |订单|分配|存货,n|n|v|w|n|v|w|n|n|vn|w|n|vn|w|n|v|n
订单类型：一般交易订单；兑换券交易订单；现销式交易订单；间接交易订单；合约式交易订单；寄库式交易订单。,一般 兑换券 现销式 间接 合约式 寄库式,10,订单|类型|：|一般|交易|订单|；|兑换券交易|订单|；|现销式|交易|订单|；|间接|交易|订单|；|合约式|交易|订单|；|寄|库式|交易|订单|。,n|n|w|a|n|n|w|nz|n|w|a|vn|n|w|d|v|n|w|a|vn|n|w|v|a|vn|n|w,一般| |兑换券| |现销式| |间接| |合约式| |寄|库式,a|w|n|w|a|w|a|w|a|w|v|n
订单处理的基本原则：要使客户产生信赖感；尽量缩短订货周期；提供紧急订货 ；减少缺货现象；不忽略小客户；装配力求完整；提供对客户有利的包装；要随时提供订单处理的情况。,信赖感 订货周期 紧急订货  缺货现象 小客户 装配 包装 订单处理,10,订单|处理|的|基本原则|：|要|使|客户|产生|信赖感|；|尽量|缩短|订货|周期|；|提供|紧急|订货| |；|减少|缺货|现象|；|不|忽略|小|客户|；|装配力|求|完整|；|提供|对|客户|有利|的|包装|；|要|随时|提供|订单|处理|的|情况|。,n|vn|u|n|w|v|v|n|v|n|w|d|v|vn|n|w|v|a|vn|w|w|v|vn|n|w|d|v|a|n|w|n|v|an|w|v|p|n|a|u|n|w|v|d|v|n|v|u|n|w,信赖感| |订货|周期| |紧急|订货| | |缺货|现象| |小|客户| |装配| |包装| |订单|处理,n|w|vn|n|w|ad|v|w|w|vn|n|w|a|n|w|vn|w|n|w|n|vn
订单处理的基本流程：订单准备；订单传输；订单录入；订单履行；订单跟踪。,订单准备 订单传输 订单录入 订单履行 订单跟踪,10,订单|处理|的|基本|流程|：|订单|准备|；|订单|传输|；|订单|录入|；|订单|履行|；|订单|跟踪|。,n|vn|u|a|n|w|n|v|w|n|vn|w|n|v|w|n|v|w|n|v|w,订单|准备| |订单|传输| |订单|录入| |订单|履行| |订单|跟踪,n|v|w|n|vn|w|n|v|w|n|v|w|n|v
分拣作业就是将用户所订的货物从储存保管处取出，按用户分类、集中、处理、放置。,用户 货物 储存保管处 分类 集中 处理 放置,10,分拣|作业|就是|将|用户|所|订|的|货物|从|储存|保管处|取出|，|按|用户|分类|、|集中|、|处理|、|放置|。,vn|n|v|p|n|u|v|u|n|p|vn|n|v|w|p|n|vn|w|v|w|vn|w|v|w,用户| |货物| |储存|保管处| |分类| |集中| |处理| |放置,n|w|n|w|vn|n|w|vn|w|a|w|vn|w|v
拣货依据：依据拣货信息，拣货信息包括多种形式，最常见的就是拣货单。,拣货信息 拣货单,10,拣货|依据|：|依据|拣货|信息|，|拣货|信息|包括|多种形式|，|最|常见|的|就是|拣|货单|。,vn|n|w|n|vn|n|w|vn|n|v|n|w|d|a|u|v|v|n|w,拣货|信息| |拣|货单,vn|n|w|v|n
拣货目的：正确且迅速地集合客户所订购的货品。,正确 迅速 集合 客户 订购货品,10,拣货|目的|：|正确|且|迅速|地|集合|客户|所|订购|的|货品|。,vn|n|w|a|c|a|u|v|n|u|v|u|n|w,正确| |迅速| |集合| |客户| |订购|货品,a|w|a|w|v|w|n|w|v|n
分拣是使配送不同于一般形式的送货以及其他物流形式的重要支持性工作，是配送中心作业系统的核心。,配送 送货 其他物流形式 配送中心 作业系统 核心,10,分拣|是|使配|送不同于|一般|形式|的|送货|以及|其他|物流|形式|的|重要|支持性|工作|，|是|配送|中心|作业|系统|的|核心|。,vn|v|v|v|a|n|u|vn|c|r|n|n|u|a|n|n|w|v|vn|n|vn|n|u|n|w,配送| |送货| |其他|物流|形式| |配送|中心| |作业|系统| |核心,v|w|vn|w|r|n|n|w|vn|n|w|vn|n|w|n
拣货作业过程，由生成拣货资料、行走或搬运、拣取和分类与集中几个环节组成。,生成拣货资料 行走搬运 拣取 分类 集中,10,拣货|作业|过程|，|由|生成|拣货|资料|、|行走|或|搬运|、|拣取|和|分类|与|集中|几个|环节|组成|。,vn|vn|n|w|p|v|vn|n|w|v|c|v|w|v|c|vn|c|v|m|n|v|w,生成|拣货|资料| |行走|搬运| |拣取| |分类| |集中,v|vn|n|w|v|v|w|v|w|vn|w|v
分拣作业目的在于正确且迅速地集合顾客所订购的商品。,正确 迅速 集合 顾客 订购商品,10,分拣|作业|目的|在于|正确|且|迅速|地|集合|顾客|所|订购|的|商品|。,vn|vn|n|v|a|c|a|u|v|n|u|v|u|n|w,正确| |迅速| |集合| |顾客| |订购|商品,a|w|a|w|v|w|n|w|v|n
拣货单位是指拣货作业中拣取货物的包装单位。订货单位合理化主要是避免过小单位出现在订单中，减少作业量与误差，如订货的最小单位是箱，则不要以单品为拣货单位。  ,拣货作业 拣取货物 包装单位 订货单位 过小单位 作业量 误差 最小单位 箱 单品 拣货单位,10,拣货|单位|是|指|拣货|作业|中|拣取|货物|的|包装|单位|。|订货|单位|合理化|主要|是|避免|过|小|单位|出现|在|订单|中|，|减少|作业量|与|误差|，|如|订货|的|最小|单位|是|箱|，|则|不要|以|单品|为|拣货|单位|。| | ,vn|n|v|v|vn|vn|f|v|n|u|vn|n|w|vn|n|vn|ad|v|v|u|a|n|v|p|n|f|w|v|n|c|n|w|v|v|u|a|n|v|n|w|c|v|p|n|v|vn|n|w|w|w,拣货|作业| |拣取|货物| |包装|单位| |订货|单位| |过小|单位| |作业量| |误差| |最小|单位| |箱| |单品| |拣货|单位,vn|n|w|v|n|w|vn|n|w|vn|n|w|a|n|w|n|w|n|w|a|n|w|n|w|n|w|vn|n
按订单拣取是指分别按每份订单拣货，即分拣完一个订单后，再分拣下一个订单。,订单拣货 分拣 一个订单 分拣 下一个订单,10,按|订单|拣取|是|指|分别|按|每份|订单|拣货|，|即|分拣|完|一个|订单|后|，|再|分拣|下一个|订单|。,p|n|v|v|v|d|p|r|n|v|w|v|v|v|m|n|f|w|d|v|r|n|w,订单|拣货| |分拣| |一个|订单| |分拣| |下一个|订单,n|v|w|vn|w|m|n|w|vn|w|r|n
配送作业中拣货包装单位通常有以下四种：单件、托盘、箱、特殊物品。,单件 托盘 箱 特殊物品,10,配送|作业|中|拣货|包装|单位|通常|有|以下|四种|：|单件|、|托盘|、|箱|、|特殊|物品|。,vn|n|f|v|vn|n|d|v|f|m|w|n|w|n|w|n|w|a|n|w,单件| |托盘| |箱| |特殊|物品,n|w|n|w|n|w|a|n
